/dev/shm/demand/0012621e75223d8618d5f7212f659dff348b4e52F07LDTEB8S01EFU4122.jpg,truck,EFU4122,0.028591,0
/dev/shm/demand/003318d54ea59453a8f4ee442af0be34f57b9129T07LDMAB8S01CSB5160.jpg,motorbike,CSB5160,0.09683,0
/dev/shm/demand/003507b433cf09d7b4770318a039858dfa963255F07LDTEM8S01AZA9E54.jpg,truck,AZA9E54,0.062423,0
/dev/shm/demand/009758963b44175985263d880ba14ec66b70deceF07LDTEB8S01FCF0094.jpg,truck,FCF0094,0.022708,0
/dev/shm/demand/018634ddf384536cb7ce7b5a9719c5bd8a29ffb8T07LDTEB1S01BIW6391.jpg,truck,BIW6391,0.032986,0
/dev/shm/demand/01e54d91697e4ce6859163428854899e87706f5aF07LDTEB1S06EQU7386.jpg,truck,IOE4131,0.031022,1
/dev/shm/demand/023f01629eb3fb9511b8410d3c904b33f8b5cc18F07LDBAB1S01EZU9540.jpg,car,EZU9540,0.028023,0
/dev/shm/demand/024293c1443ef1fe15e354188a69b680d04bc183T07LDTEB1S01EZU6635.jpg,truck,BMU2620,0.078714,1
/dev/shm/demand/02c6309a52f615e932253d8d85adb26a70d31951F07LDTAB8S01FVS1456.jpg,truck,FVS1456,0.0374,0
/dev/shm/demand/02e806f4d49fcf705a3bb838ac793ee088aecf8fT07LDMEB8S01FFS3519.jpg,motorbike,FFS3519,0.046316,0
/dev/shm/demand/02ed760edf20b68ef664587c1677af9f5cff0b10F07LDTAM8S06GMA2I23.jpg,truck,GHA2I23,0.034878,0
/dev/shm/demand/02f8a5b930d65bc12a77ee6272788290b8433a1fF07LDTAB1S01BWZ8465.jpg,truck,plate_error,0.0592,2
/dev/shm/demand/030862e037c9b8efa876a634026fd5d5aa113529F07LDTEB1S01ADO8628.jpg,truck,plate_error,0.02424,0
/dev/shm/demand/0346df51ce5cf981c8d594acff61aa72158d87c5F07LDTAB8S01FXJ0458.jpg,truck,plate_error,0.078321,1
